IID,T1,T2,AGE,SEX,PC1,PC2,PC3,PC4,PC5,pop,super_pop
HG00638,2,2,60,2,-0.00366274,0.0158839,0.0156256,-0.00169191,-0.0046129,PUR,AMR
HG00640,2,2,56,1,-0.00798488,0.0197269,0.0144538,0.00545266,-0.00541337,PUR,AMR
HG00641,1,2,54,2,-0.00808353,0.0178263,0.0176406,0.00130456,0.0037562,PUR,AMR
HG00650,1,1,53,1,-0.0157507,-0.0344282,0.00559476,0.0168147,-0.00650295,CHS,EAS
HG00651,1,2,40,2,-0.0158591,-0.0350727,0.0071034,0.0163398,-0.00519594,CHS,EAS
HG00653,1,1,50,1,-0.0158536,-0.0345696,0.00570876,0.01746,-0.00564619,CHS,EAS
HG00654,1,1,48,2,-0.0157794,-0.0342108,0.00531235,0.0164826,-0.00187466,CHS,EAS
HG00656,1,2,55,1,-0.0155127,-0.0344417,0.00536348,0.0162093,-0.00491866,CHS,EAS
HG00657,2,2,49,2,-0.0157327,-0.0345651,0.00693394,0.0160903,-0.00422585,CHS,EAS
HG00662,2,2,44,1,-0.0155915,-0.0346925,0.00625475,0.016281,-0.0014144,CHS,EAS
HG00663,1,2,57,2,-0.0156343,-0.0343377,0.00593105,0.01623,-0.00461368,CHS,EAS
HG00671,1,1,25,1,-0.0156838,-0.0347078,0.00628878,0.0164742,-0.00161023,CHS,EAS
HG00672,2,1,57,2,-0.0157941,-0.035179,0.00650494,0.0165163,-0.00191882,CHS,EAS
HG00674,2,2,46,1,-0.0152186,-0.0345326,0.003113,0.0126447,-0.019079,CHS,EAS
HG00675,2,2,56,2,-0.0152867,-0.0341846,0.00146064,0.0126559,-0.018247,CHS,EAS
HG00683,2,2,54,1,-0.0157658,-0.034179,0.00675061,0.014745,-0.00324097,CHS,EAS
HG00684,1,1,61,2,-0.0156437,-0.0344386,0.00600675,0.0165438,-0.00332897,CHS,EAS
HG00689,1,1,43,1,-0.0157053,-0.0350959,0.00621495,0.0159028,-0.00442056,CHS,EAS
HG00690,1,1,47,2,-0.015683,-0.034397,0.00619445,0.0162563,-0.00667391,CHS,EAS
HG00692,2,2,49,1,-0.0157848,-0.0344714,0.00635372,0.0157915,-0.00385616,CHS,EAS
HG00693,2,2,47,2,-0.0158457,-0.0347455,0.00622596,0.0163762,-0.00305661,CHS,EAS
HG00698,2,1,64,1,-0.0155397,-0.0347357,0.00663715,0.0167446,-0.00396776,CHS,EAS
HG00699,2,1,41,2,-0.015586,-0.034935,0.00643102,0.0163833,-0.00198326,CHS,EAS
HG00701,1,1,51,1,-0.0158629,-0.034677,0.00623812,0.0155662,-0.000540783,CHS,EAS
HG00704,2,1,52,1,-0.0158159,-0.0345207,0.0064327,0.0160017,-0.00388475,CHS,EAS
HG00705,1,2,67,2,-0.0158002,-0.0347662,0.00613888,0.0179417,-0.000806784,CHS,EAS
HG00707,1,2,63,1,-0.0158627,-0.0346126,0.00648425,0.0164096,-0.00614772,CHS,EAS
HG00708,2,2,49,2,-0.0157701,-0.034789,0.00609377,0.0172494,-0.00447222,CHS,EAS
HG00717,2,2,29,2,-0.0152094,-0.0342717,0.00456071,0.0133778,-0.00816889,CHS,EAS
HG00728,2,2,39,1,-0.0152191,-0.033898,0.00243401,0.0131944,-0.0218086,CHS,EAS
HG00729,2,2,60,2,-0.0152327,-0.0340304,0.00173063,0.0125823,-0.0209526,CHS,EAS
HG00731,1,1,38,1,-0.00964212,0.0226711,0.0143996,0.0107835,-0.00555381,PUR,AMR
HG00732,1,1,45,2,-0.00844036,0.0200284,0.0151571,0.00482034,-0.00642982,PUR,AMR
HG00734,2,1,44,2,-0.00706269,0.0158285,0.0206369,-0.00292196,0.00226105,PUR,AMR
HG00736,1,2,52,1,-0.00874455,0.0205883,0.0164603,0.00722901,0.00393171,PUR,AMR
HG00737,2,1,58,2,-0.00780163,0.0204865,0.0167116,0.00763425,0.00442098,PUR,AMR
HG00739,2,2,53,1,-0.00892097,0.0229845,0.0144185,0.0110768,0.00189714,PUR,AMR
HG00740,2,2,54,2,-0.00607705,0.0171636,0.0177993,0.00116898,0.00370151,PUR,AMR
HG00742,2,2,43,1,-0.00851446,0.0227986,0.0112676,0.00915243,-0.0147937,PUR,AMR
HG00743,1,1,50,2,-0.0075271,0.0148903,0.0176277,-0.0103924,-0.0120766,PUR,AMR
HG00759,1,1,46,2,-0.015447,-0.0337787,0.00183035,0.0153862,-0.0267464,CDX,EAS
HG00766,1,1,56,2,-0.0151996,-0.0341051,0.00273028,0.0174917,-0.027336,CDX,EAS
HG00844,1,1,49,1,-0.0153949,-0.0341823,0.00386911,0.0178457,-0.023802,CDX,EAS
HG00851,1,1,60,2,-0.0154772,-0.0345333,0.00403222,0.017061,-0.0262683,CDX,EAS
HG00864,1,1,48,2,-0.0154672,-0.0336601,0.0030835,0.0166969,-0.0202629,CDX,EAS
HG00867,2,1,34,2,-0.0151236,-0.0344761,0.00324888,0.0161607,-0.0267795,CDX,EAS
HG00879,1,1,38,2,-0.0153028,-0.0339107,0.00325495,0.0175421,-0.0192378,CDX,EAS
HG00881,1,1,48,1,-0.0154446,-0.0345183,0.00404356,0.0175007,-0.0230564,CDX,EAS
HG00956,1,1,58,2,-0.0152299,-0.0334591,0.00304605,0.0155415,-0.0225255,CDX,EAS
HG00978,1,1,50,2,-0.0152497,-0.0337859,0.00312174,0.0150905,-0.0213915,CDX,EAS
HG00982,2,2,62,1,-0.0154239,-0.034797,0.00354044,0.0180411,-0.0227684,CDX,EAS
HG01028,1,2,49,1,-0.015378,-0.0346023,0.00264059,0.0169764,-0.0233647,CDX,EAS
HG01029,1,2,53,2,-0.0153256,-0.0347194,0.00358985,0.017539,-0.0216359,CDX,EAS
HG01031,1,1,44,1,-0.0153027,-0.0339809,0.00397786,0.0165382,-0.0228848,CDX,EAS
HG01046,1,1,45,2,-0.0155484,-0.03474,0.00383023,0.0174117,-0.0235137,CDX,EAS
HG01047,2,1,41,1,-0.00735436,0.0206271,0.0162329,0.0084001,0.00323935,PUR,AMR
HG01048,2,1,67,1,-0.00630341,0.0178445,0.0167887,0.00107815,0.00189107,PUR,AMR
HG01049,1,2,63,2,-0.000993759,0.0146184,0.0160211,0.0012415,0.00558049,PUR,AMR
HG01051,2,1,39,1,-0.00226081,0.0125374,0.0176847,-0.00420073,-0.000419897,PUR,AMR
HG01052,2,1,35,2,-0.0019263,0.0124361,0.0173679,-0.00346923,0.00237014,PUR,AMR
HG01054,2,2,62,1,-0.00869625,0.0185361,0.018691,0.00158943,0.0045565,PUR,AMR
HG01055,2,2,48,2,-0.00565192,0.018379,0.0156382,0.00665525,0.00300822,PUR,AMR
HG01058,2,2,42,2,-0.00584635,0.0169661,0.0141086,-0.00328999,-0.0120836,PUR,AMR
HG01060,1,2,55,1,-0.0075578,0.0190707,0.0168866,0.00657149,0.00154424,PUR,AMR
HG01061,1,2,45,2,-0.00826793,0.018913,0.0184889,0.00537516,-0.000364763,PUR,AMR
HG01063,2,1,50,1,0.00478261,0.0114457,0.00973464,-0.00310567,-0.0101688,PUR,AMR
HG01064,1,2,58,2,-0.00327542,0.0168086,0.012366,0.000622287,-0.0115686,PUR,AMR
HG01066,2,1,50,1,-0.00853519,0.0195839,0.0179244,0.0057304,0.00475114,PUR,AMR
HG01067,1,2,83,2,-0.0081135,0.0185759,0.017718,0.00312883,0.000104369,PUR,AMR
HG01069,1,1,47,1,-0.00768881,0.0179304,0.01813,0.000954899,-0.00268853,PUR,AMR
HG01070,2,1,59,2,-0.00909152,0.0192394,0.0185076,0.0032468,-0.00168385,PUR,AMR
HG01072,1,1,46,1,-0.0078214,0.01874,0.0184274,0.00266701,-0.00424101,PUR,AMR
HG01073,2,2,53,2,-0.00808406,0.0179686,0.0183282,0.00250497,-9.57692e-05,PUR,AMR
HG01075,1,1,51,1,-0.00672268,0.0220494,0.0131733,0.0127528,0.000537582,PUR,AMR
HG01077,2,2,44,2,-0.00293836,0.0137455,0.0142786,-0.00664807,-0.0105719,PUR,AMR
HG01079,2,1,42,1,-0.00418861,0.0160349,0.0154301,0.00222138,0.00560593,PUR,AMR
HG01080,1,1,60,2,-0.00771953,0.0160085,0.0203832,-0.00437995,0.00463957,PUR,AMR
HG01082,1,2,50,1,-0.00262513,0.0140656,0.0158923,-0.000951045,0.00131693,PUR,AMR
HG01083,1,2,48,2,-0.00712393,0.0174832,0.0189357,0.000663892,-0.00155973,PUR,AMR
HG01085,2,2,35,1,-0.00580982,0.0177823,0.0151963,0.00439586,-0.00589967,PUR,AMR
HG01086,1,2,54,2,-0.00571555,0.0148045,0.017183,-0.00221895,-0.00151287,PUR,AMR
HG01088,2,2,50,1,-0.00291276,0.016535,0.011345,0.000288749,-0.0128622,PUR,AMR
HG01089,1,2,47,2,-0.00467273,0.0168521,0.0128089,-0.0020091,-0.0115496,PUR,AMR
HG01092,2,2,62,2,0.000127469,0.014205,0.0113747,-0.00248158,-0.0143988,PUR,AMR
HG01094,2,2,29,1,-0.00540435,0.0175318,0.0163188,0.00391884,0.00251879,PUR,AMR
HG01095,1,2,76,2,-0.00636382,0.0185712,0.0162651,0.00302045,0.00185223,PUR,AMR
HG01097,2,2,54,1,-0.00726175,0.0183308,0.0166347,-0.000185961,-0.00390066,PUR,AMR
HG01098,2,1,41,2,-0.00683602,0.0182602,0.0161459,0.000268602,-0.00244294,PUR,AMR
HG01101,1,1,46,1,-0.00496898,0.01552,0.0189295,-0.00119445,0.00303014,PUR,AMR
HG01102,2,2,77,2,-0.00357696,0.0163187,0.0167694,0.00238683,0.00446138,PUR,AMR
HG01104,1,2,41,1,-0.00746921,0.0184073,0.0156567,0.00569769,-0.0060712,PUR,AMR
HG01105,2,1,60,2,-0.00769202,0.0207626,0.0148214,0.00910803,-0.00560225,PUR,AMR
HG01107,1,1,41,1,-0.00142122,0.0150873,0.0161217,0.0041696,0.000763427,PUR,AMR
HG01108,1,1,46,2,0.0181986,0.00429905,0.00906773,0.00129623,0.00137774,PUR,AMR
HG01110,2,2,55,1,-0.00571087,0.0171726,0.0162837,0.00145544,0.00463771,PUR,AMR
HG01111,1,2,53,2,-0.00616737,0.0174735,0.0184344,0.00232896,0.00211048,PUR,AMR
HG01112,2,2,37,1,-0.0100975,0.0238146,0.0142442,0.00904359,-0.00259139,CLM,AMR
HG01113,1,2,65,2,-0.0115562,0.0148719,0.0227885,-0.0132208,-0.000976983,CLM,AMR
HG01119,2,2,64,2,-0.0101788,0.0213677,0.0142094,0.00282218,-0.0160957,CLM,AMR
HG01121,2,1,54,1,-0.0097916,0.013387,0.0194584,-0.0179355,-0.015176,CLM,AMR
HG01122,1,1,51,2,-0.00838431,0.0162594,0.0169434,-0.0103763,-0.016537,CLM,AMR
HG01124,1,1,53,1,-0.00530425,0.0109896,0.0209285,-0.0157336,-0.00467237,CLM,AMR
HG01125,2,2,44,2,-0.00752484,0.0133945,0.0197187,-0.0121107,-0.00321329,CLM,AMR
HG01130,2,1,42,1,-0.00902508,0.0155362,0.0184505,-0.0123097,-0.0167937,CLM,AMR
HG01131,1,1,60,2,-0.00909947,0.0144128,0.0188716,-0.01215,-0.0163335,CLM,AMR
HG01133,2,1,52,1,-0.0103959,0.0197944,0.0180114,0.00093115,-0.00440317,CLM,AMR
HG01134,2,2,40,2,-0.00633429,0.0142175,0.0184027,-0.00807655,-0.00567719,CLM,AMR
HG01136,1,2,31,1,-0.00777172,0.0133599,0.0214098,-0.0121425,-0.00642929,CLM,AMR
HG01137,1,2,62,2,-0.01109,0.0122125,0.024026,-0.0214088,-0.00215473,CLM,AMR
HG01139,1,1,54,1,-0.00380518,0.0101527,0.0203148,-0.0176495,-0.00655054,CLM,AMR
HG01140,2,1,62,2,-0.0101195,0.0144719,0.0217569,-0.0133788,-0.00519515,CLM,AMR
HG01142,1,1,47,1,-0.00363795,0.00658686,0.0217002,-0.026785,-0.0164117,CLM,AMR
HG01148,2,2,22,1,-0.00943108,0.0149798,0.0211427,-0.0112397,-0.00268038,CLM,AMR
HG01149,2,1,52,2,-0.00806299,0.00614992,0.0266567,-0.0319268,-0.00058015,CLM,AMR
HG01161,2,2,58,1,-0.00284951,0.0149446,0.0140314,-0.00444465,-0.0123665,PUR,AMR
HG01162,2,1,41,2,-0.0068904,0.0172706,0.0141367,-0.00427423,-0.0121698,PUR,AMR
HG01164,2,1,45,1,-0.00656989,0.0196719,0.0135188,0.000992098,-0.0145949,PUR,AMR
HG01167,1,2,64,1,-0.00106137,0.0141056,0.0157912,-0.000262534,0.00272138,PUR,AMR
HG01168,1,1,44,2,-0.00977254,0.0228606,0.012572,0.0120599,0.00511771,PUR,AMR
HG01170,2,2,42,1,-0.0060619,0.0165464,0.0173315,0.00023313,-0.00225164,PUR,AMR
HG01171,2,1,46,2,-0.00289582,0.0150552,0.016207,0.00166338,0.00306193,PUR,AMR
HG01173,2,1,50,1,-0.00800591,0.0222273,0.0147591,0.0137898,-0.00247158,PUR,AMR
HG01174,2,2,45,2,-0.00862001,0.0195132,0.0163483,0.00613418,-0.0010131,PUR,AMR
HG01176,1,2,37,1,-0.00709457,0.0180167,0.0178007,0.00053514,0.00206869,PUR,AMR
HG01177,2,1,56,2,-0.00816912,0.0169217,0.0188941,-0.00242033,0.00397452,PUR,AMR
HG01182,2,2,63,1,-0.00551959,0.0165382,0.017704,0.000347699,0.0035169,PUR,AMR
HG01183,1,2,55,2,-0.00622108,0.0168871,0.0193002,-0.000565723,0.00430803,PUR,AMR
HG01187,1,1,51,1,-0.0035813,0.0113057,0.0210324,-0.00958996,0.00530503,PUR,AMR
HG01188,1,2,43,2,-0.00195599,0.0111614,0.0184406,-0.00809502,0.00489808,PUR,AMR
HG01190,2,1,47,1,-0.00459086,0.0125235,0.0195267,-0.00716895,0.00499467,PUR,AMR
HG01191,2,1,48,2,-0.00732744,0.0163139,0.0188838,-0.00386871,0.00351258,PUR,AMR
HG01197,2,1,44,1,-0.00848616,0.0190509,0.0181448,0.00337419,0.00197152,PUR,AMR
HG01198,2,2,52,2,-0.0029544,0.0151678,0.0174466,0.000928333,0.00161296,PUR,AMR
HG01200,1,1,50,1,-0.00902605,0.0221512,0.012735,0.00508174,-0.0104534,PUR,AMR
HG01204,2,2,59,1,-0.00683479,0.0175633,0.0165609,0.00291176,0.000531093,PUR,AMR
HG01205,1,1,58,2,-0.005951,0.0189675,0.0156464,0.00457683,0.00102616,PUR,AMR
HG01241,2,1,50,1,0.0198815,0.00301126,0.00879218,-0.000139586,0.0169302,PUR,AMR
HG01242,1,2,37,2,0.0121758,0.00900822,0.00931517,0.00427539,0.013904,PUR,AMR
HG01247,2,2,59,1,-0.00248502,0.0138308,0.0176671,-0.00185028,0.00660762,PUR,AMR
HG01248,1,2,40,2,-0.00614735,0.0187416,0.0146204,0.00468455,0.000996544,PUR,AMR
HG01250,2,2,49,1,-0.00868894,0.0122328,0.0222634,-0.0183888,0.000709233,CLM,AMR
HG01251,2,1,50,2,-0.0107418,0.0157458,0.0220556,-0.0118279,-0.00126807,CLM,AMR
HG01253,2,2,35,1,-0.00957096,0.016496,0.0195642,-0.00752864,0.000736939,CLM,AMR
HG01254,2,1,50,2,-0.00422341,0.00949183,0.0201096,-0.0177677,-4.71393e-05,CLM,AMR
HG01256,1,2,49,1,-0.0109601,0.0198278,0.0192765,0.000222384,0.00225522,CLM,AMR
HG01257,2,2,46,2,-0.0110572,0.0151575,0.023249,-0.0138656,-0.00092826,CLM,AMR
HG01259,2,2,51,1,-0.00993357,0.0208993,0.0177679,0.00447255,0.000121934,CLM,AMR
HG01260,2,2,43,2,-0.00626511,0.0105281,0.0224508,-0.0183533,0.00377109,CLM,AMR
HG01269,1,1,64,2,-0.00845089,0.0143107,0.0194121,-0.0133051,-0.0191374,CLM,AMR
HG01271,1,1,57,1,-0.00844488,0.014748,0.0205039,-0.012864,-0.00372598,CLM,AMR
HG01272,1,1,64,2,-0.00374878,0.00887115,0.0200005,-0.0200514,0.00112022,CLM,AMR
HG01275,1,2,45,2,-0.0103135,0.025062,0.0134686,0.0120951,-0.00218689,CLM,AMR
HG01277,1,2,50,1,-0.0114338,0.0122453,0.0237902,-0.0216015,-0.00350757,CLM,AMR
HG01280,1,1,44,1,-0.0107192,0.0155006,0.02128,-0.0128757,-0.0165647,CLM,AMR
HG01281,2,2,42,2,-0.0106463,0.0155255,0.0194694,-0.0110565,-0.0185879,CLM,AMR
HG01284,1,2,73,2,-0.00846272,0.0164748,0.0171884,-0.008639,-0.0166971,CLM,AMR
HG01286,1,1,32,1,-0.000387828,0.0142211,0.0126138,-0.0034545,-0.0130405,PUR,AMR
HG01302,2,2,60,1,-0.0061815,0.0158918,0.0153932,-0.00641592,-0.019642,PUR,AMR
HG01303,1,2,51,2,-0.00628082,0.0153337,0.014531,-0.00582515,-0.0186249,PUR,AMR
HG01305,1,2,61,1,-0.00455979,0.0154749,0.0156911,-0.00629956,-0.0105082,PUR,AMR
HG01308,1,1,69,1,-0.000785237,0.0142986,0.0139847,-0.00392963,-0.0136225,PUR,AMR
HG01311,1,2,69,1,-0.00698708,0.0204204,0.0114292,0.00577272,-0.0162109,PUR,AMR
HG01312,1,2,41,2,-0.00518643,0.0177124,0.0131859,0.000148609,-0.0154422,PUR,AMR
HG01323,2,2,64,2,-0.00622415,0.0174813,0.0138038,-0.00255389,-0.016463,PUR,AMR
HG01325,1,1,50,1,-0.00478985,0.0195104,0.0114646,0.00386785,-0.016789,PUR,AMR
HG01326,2,1,46,2,-0.00658679,0.0167209,0.0161164,-0.00539652,-0.0161814,PUR,AMR
HG01334,1,2,53,1,-0.0114825,0.0265435,0.0131628,0.0182465,0.000664742,GBR,EUR
HG01341,1,1,62,1,-0.0130476,0.00270724,0.0348722,-0.0462234,0.00539722,CLM,AMR
HG01342,1,1,49,2,0.00400046,0.00720523,0.0176619,-0.0112182,0.00406584,CLM,AMR
HG01344,1,1,55,1,-0.0111396,0.0101853,0.0264464,-0.0292557,-0.00354326,CLM,AMR
HG01345,2,2,65,2,-0.00921231,0.0159648,0.0186231,-0.00828326,-0.00490059,CLM,AMR
HG01348,2,1,45,2,-0.0102822,0.0103039,0.0252535,-0.0256829,-0.00232523,CLM,AMR
HG01350,2,1,33,1,-0.00913378,0.00883183,0.0260118,-0.0243049,0.0010533,CLM,AMR
HG01351,2,2,57,2,-0.0114764,0.0147824,0.0240429,-0.0113512,2.92993e-05,CLM,AMR
HG01353,1,2,50,1,-0.0105027,0.0177449,0.0190192,-0.00105021,0.00254116,CLM,AMR
HG01354,2,1,49,2,-0.0109002,0.0197428,0.0193552,0.00279967,6.71567e-05,CLM,AMR
HG01356,2,2,55,1,-0.0093776,0.0132371,0.0219556,-0.0179901,-0.00404573,CLM,AMR
HG01357,2,2,62,2,-0.0113957,0.01467,0.0228576,-0.0131857,-0.00225253,CLM,AMR
HG01359,2,2,50,1,-0.0100088,0.0148698,0.0207685,-0.0096677,0.00303175,CLM,AMR
HG01360,1,2,69,2,-0.00884545,0.0154298,0.0186083,-0.00944242,-0.00179553,CLM,AMR
HG01362,1,1,61,1,-0.00607364,0.013489,0.0160861,-0.0114883,-0.0151834,CLM,AMR
HG01363,1,2,60,2,-0.00408001,0.00874227,0.0195962,-0.0207676,-0.0150902,CLM,AMR
HG01365,2,2,56,1,-0.0056962,0.0110828,0.0217879,-0.0131658,0.000759556,CLM,AMR
HG01366,2,2,52,2,-0.00717991,0.0127928,0.0226021,-0.00956291,0.000583098,CLM,AMR
HG01369,2,1,44,2,-0.00734919,0.00279278,0.0284223,-0.0427247,-0.0168395,CLM,AMR
HG01372,1,2,47,2,-0.0100322,0.0132176,0.0213529,-0.0191348,-0.0175603,CLM,AMR
HG01374,1,2,55,1,-0.0112491,0.0160127,0.0230566,-0.0094439,0.000630668,CLM,AMR
HG01375,1,2,54,2,-0.00618522,0.0100774,0.0236741,-0.0159501,-0.000281402,CLM,AMR
HG01377,1,2,53,1,-0.00758174,0.0114146,0.0225273,-0.0165221,0.00210312,CLM,AMR
HG01378,1,1,46,2,-0.0103876,0.0100342,0.0271779,-0.0230969,0.0059155,CLM,AMR
HG01383,2,2,53,1,-0.0102746,0.0168875,0.0218915,-0.00867019,0.00345333,CLM,AMR
HG01384,2,1,42,2,-0.00893432,0.0157628,0.0209156,-0.00757618,0.00473816,CLM,AMR
HG01389,2,2,54,1,-0.00893446,0.0192504,0.0176265,0.00379374,-0.00142094,CLM,AMR
HG01390,2,1,76,2,0.000390578,0.00670295,0.0208868,-0.016113,0.00519525,CLM,AMR
HG01392,2,2,51,1,-0.00384902,0.0143869,0.0151796,-0.00636828,-0.0183777,PUR,AMR
HG01393,2,2,43,2,-0.0016378,0.0145199,0.0130038,-0.000752042,-0.0171934,PUR,AMR
HG01395,2,2,20,1,-0.00773016,0.0194836,0.0147387,0.00131768,-0.0199612,PUR,AMR
HG01396,2,1,59,2,-0.00379534,0.0135714,0.015119,-0.00874166,-0.0164071,PUR,AMR
HG01398,1,1,52,1,-0.00369068,0.0161112,0.0144259,-0.00457561,-0.0108902,PUR,AMR
HG01402,2,1,65,1,-0.00382385,0.014383,0.0145264,-0.00504467,-0.0195168,PUR,AMR
HG01403,2,2,36,2,-0.00365587,0.0144216,0.0146637,-0.00469256,-0.0154591,PUR,AMR
HG01405,2,1,45,1,-0.00654372,0.0193081,0.0114757,0.00292981,-0.0233017,PUR,AMR
HG01412,1,1,60,1,-0.00724548,0.0159361,0.0167101,-0.00970576,-0.0200494,PUR,AMR
HG01413,1,1,52,1,-0.00498176,0.0145223,0.0158536,-0.00729931,-0.0201288,PUR,AMR
HG01414,2,2,39,2,-0.00511151,0.015724,0.014414,-0.00301953,-0.0184885,PUR,AMR
HG01431,2,2,54,1,-0.00683336,0.0127605,0.0189185,-0.0168885,-0.0163549,CLM,AMR
HG01432,2,1,45,2,-0.0105127,0.0163864,0.0179902,-0.011686,-0.0170007,CLM,AMR
HG01435,2,2,50,2,-0.0109559,0.00495404,0.0284274,-0.0403559,-0.0164712,CLM,AMR
HG01437,1,1,45,1,-0.0107014,0.0214693,0.0174409,0.0071457,0.00275183,CLM,AMR
HG01438,2,2,48,2,-0.0103082,0.0246863,0.014023,0.0136649,0.000253303,CLM,AMR
HG01440,2,2,50,1,-0.00408442,0.0128403,0.0196358,-0.00963201,0.00510215,CLM,AMR
HG01441,2,1,44,2,-0.0116564,0.00963153,0.0268339,-0.0254179,0.00475945,CLM,AMR
HG01443,2,1,47,1,-0.0109915,0.00299629,0.0303363,-0.0483321,-0.015576,CLM,AMR
HG01444,2,1,48,2,-0.00736925,0.0124939,0.019462,-0.0168168,-0.0162369,CLM,AMR
HG01447,2,2,52,2,-0.00855397,0.0142761,0.0175091,-0.0108553,-0.0162154,CLM,AMR
HG01455,2,2,50,1,-0.0108142,0.00999032,0.0276161,-0.0268489,-0.00167083,CLM,AMR
HG01456,1,1,50,2,-0.0100928,0.00955538,0.0253965,-0.0264872,0.00121697,CLM,AMR
HG01459,2,1,65,2,-0.0110225,0.0099004,0.0255206,-0.0303115,-0.0180778,CLM,AMR
HG01461,2,2,53,1,-0.00439386,0.00632676,0.0244053,-0.0259965,0.0060422,CLM,AMR
HG01462,1,2,53,2,0.000871721,0.00482397,0.021383,-0.0199138,0.00722227,CLM,AMR
HG01464,2,2,37,1,-0.00329469,0.00799163,0.0223877,-0.0208673,-0.00135437,CLM,AMR
HG01465,2,1,29,2,-0.0107786,0.0187383,0.0201833,-0.00149641,0.000239452,CLM,AMR
HG01468,1,1,35,2,-0.0103915,0.019135,0.0157219,-0.00392209,-0.0158385,CLM,AMR
HG01474,2,2,51,2,-0.0105248,0.0207466,0.0156445,-0.00131996,-0.0126131,CLM,AMR
HG01479,2,2,52,1,-0.00980738,0.0213889,0.0149143,0.00187856,-0.0130399,CLM,AMR
HG01485,1,1,32,1,0.00431458,0.00513157,0.0151647,-0.0188699,-0.0151433,CLM,AMR
HG01486,1,1,44,2,-0.0104831,0.0118381,0.0224498,-0.0245399,-0.0178425,CLM,AMR
HG01488,1,1,41,1,-0.00459216,0.0163558,0.015717,0.000426449,0.0026948,CLM,AMR
HG01489,2,2,50,2,-0.0105284,0.0210146,0.0167173,0.0058344,0.00289303,CLM,AMR
HG01491,1,2,50,1,-0.0105556,0.0199701,0.0190602,0.00183358,0.00160352,CLM,AMR
HG01492,1,2,56,2,-0.0103569,0.0180072,0.0198903,-0.00453651,0.00181275,CLM,AMR
HG01494,2,1,73,1,-0.00817201,0.00734188,0.025949,-0.0298523,0.0022309,CLM,AMR
HG01495,1,1,49,2,-0.00662628,0.00751446,0.0251021,-0.026627,6.4663e-05,CLM,AMR
HG01497,2,2,43,1,-0.0102272,0.0109258,0.026411,-0.024635,-0.000186225,CLM,AMR
HG01498,1,2,59,2,-0.0100416,0.0120999,0.0240452,-0.0216732,-0.00158357,CLM,AMR
HG01500,2,2,74,1,-0.00956166,0.0263759,0.0102269,0.018234,-0.00532216,IBS,EUR
HG01501,2,2,37,2,-0.00960763,0.0257858,0.0104235,0.0186765,-0.00640988,IBS,EUR
HG01503,2,2,28,1,-0.0106235,0.0267172,0.010813,0.0190014,-0.00647764,IBS,EUR
HG01504,2,2,54,2,-0.0100652,0.0261959,0.0114827,0.0190692,-0.00700326,IBS,EUR
HG01506,2,2,47,1,-0.00984334,0.0266657,0.0120092,0.0204419,-0.00518309,IBS,EUR
HG01507,2,2,45,2,-0.0102688,0.0267438,0.0116337,0.0200822,-0.00520664,IBS,EUR
HG01509,2,1,76,1,-0.00965547,0.0263413,0.0120878,0.0206815,-0.00801469,IBS,EUR
HG01510,1,1,59,2,-0.0102336,0.0268122,0.0119373,0.0187132,-0.00543225,IBS,EUR
HG01512,1,1,40,1,-0.0105632,0.0270623,0.0117838,0.0200474,-0.0053991,IBS,EUR
HG01513,2,2,55,2,-0.0106276,0.0269137,0.0127008,0.0203384,-0.00506488,IBS,EUR
HG01515,2,1,51,1,-0.0111587,0.0274626,0.0144122,0.020635,0.00241789,IBS,EUR
HG01516,1,1,51,2,-0.0110605,0.0278396,0.015302,0.0207504,0.000667448,IBS,EUR
HG01518,2,2,47,1,-0.0110471,0.0273538,0.0144374,0.0213549,-0.00228679,IBS,EUR
HG01519,1,1,51,2,-0.0108036,0.0276062,0.0142875,0.020821,0.000768046,IBS,EUR
HG01521,1,1,64,1,-0.0111799,0.0277581,0.0148812,0.0211254,0.00262358,IBS,EUR
HG01522,1,1,40,2,-0.0111923,0.0272199,0.0143605,0.0201782,0.00148294,IBS,EUR
HG01524,1,1,56,1,-0.0102426,0.0265083,0.0126803,0.019703,-0.00446989,IBS,EUR
HG01525,2,1,53,2,-0.0101257,0.0258845,0.0122995,0.0198478,-0.00207353,IBS,EUR
HG01527,2,2,33,1,-0.00951015,0.026046,0.0115311,0.0185998,-0.00413327,IBS,EUR
HG01528,1,1,56,2,-0.00982693,0.0263887,0.0126559,0.0198832,-0.00484874,IBS,EUR
HG01530,2,1,41,1,-0.00978984,0.0256716,0.011945,0.0196104,-0.00374489,IBS,EUR
HG01531,2,2,63,2,-0.00978921,0.0264916,0.011862,0.0205991,-0.00465245,IBS,EUR
HG01536,2,2,54,1,-0.0100904,0.0265512,0.0127213,0.0202876,-0.0036823,IBS,EUR
HG01537,2,1,31,2,-0.0106987,0.026619,0.0120101,0.0200427,-0.00550507,IBS,EUR
HG01550,2,1,43,1,-0.00877494,0.0160231,0.0194586,-0.00883439,-0.000984962,CLM,AMR
HG01551,2,1,42,2,0.00572357,0.00572144,0.0162226,-0.0149944,0.00238949,CLM,AMR
HG01556,2,2,56,1,-0.00158524,0.00634872,0.0189841,-0.0241481,-0.0139118,CLM,AMR
HG01565,2,1,43,1,-0.0135254,-0.00103138,0.0375408,-0.0618283,-0.00314537,PEL,AMR
